Site,City,ju18_1,ju18_2,ju18_3,ju18_4,oc18_1,oc18_2,oc18_3,oc18_4,ja19_1,ja19_2,ja19_3,ja19_4,ap19_1,ap19_2,ap19_3,ap19_4,ju19_1,ju19_2,ju19_3,ju19_4,oc19_1,oc19_2,oc19_3,oc19_4,ja20_1,ja20_2,ja20_3,ja20_4,ap20_1,ap20_2,ap20_3,ap20_4,ju20_1,ju20_2,ju20_3,ju20_4
L03-OBP1,rony,0,0,0,0,7,7,4,0,7,7,7,7,7,7,7,7,0,7,7,7,0,0,7,7,0,0,0,0,0,0,0,7,7,7,7,1
L04-DEB1,rony,0,0,0,0,7,7,3,0,7,7,7,7,7,7,7,7,0,0,0,0,0,0,7,7,7,7,7,7,0,0,0,7,7,7,7,7
L04-DEP1,rony,0,0,0,0,7,7,0,0,7,7,7,7,7,7,7,7,0,7,5,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
L04-DEP2,rony,0,0,0,0,7,7,2,0,7,7,7,7,7,7,7,7,0,7,7,7,0,0,7,7,0,0,0,0,0,0,0,0,7,7,7,7
S01-BSP1,rony,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,0,7,7,7,0,0,7,7,0,0,0,0,0,0,0,7,0,0,0,0
S01-GGP1,rony,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,0,7,7,7,0,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0
S01-HFP1,rony,0,0,0,0,7,7,4,0,0,0,0,0,7,7,7,7,0,7,7,7,0,0,7,7,7,7,7,7,0,0,0,7,5,7,6,0
S01-HLP1,rony,0,0,0,0,7,7,4,0,7,7,7,7,0,0,0,0,0,7,7,7,0,0,7,7,7,7,7,7,0,0,0,7,4,7,7,5
S01-MHC1,rony,0,0,0,0,7,7,1,0,7,7,7,7,7,7,7,6,0,7,7,7,0,0,6,7,7,7,7,7,0,0,0,5,7,7,7,7
S02-GVP1,rony,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,0,7,7,7,0,0,5,7,7,7,7,7,0,0,0,7,7,7,7,1
S02-GVP2,rony,0,0,0,0,7,7,4,0,7,7,7,5,7,7,7,7,0,7,7,7,0,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0
S03-BDP1,rony,0,0,0,0,7,7,4,0,7,7,7,7,7,7,7,7,0,4,7,7,0,0,3,7,7,7,7,7,0,0,0,0,0,0,0,0
S03-RIT1,rony,0,0,0,0,7,7,4,0,7,7,7,1,7,7,7,1,0,7,7,1,0,0,7,7,7,7,7,6,0,0,0,0,0,0,0,0
S03-RIT2,rony,0,0,0,0,7,7,3,0,7,7,7,7,7,7,7,7,0,7,7,7,0,0,0,0,7,7,7,6,0,0,0,0,0,0,0,0
MAR,wide,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7
DEC,wide,7,7,7,7,7,7,7,5,7,7,7,6,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
ASP,wide,7,7,7,7,7,7,7,5,0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCP,wide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7
BKP,wide,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
BNP,wide,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7
BNP3,wide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,4,3,0,0,0,0,0,0
BRG,wide,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
CBP2,wide,7,7,7,7,7,7,7,5,7,7,7,6,7,7,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
CMP,wide,7,7,7,6,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7
CWP,wide,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,3,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
FLW,wide,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,1,1,0,0,0,0,0,0,0,0
FZS,wide,7,7,4,0,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7
GLP,wide,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0
JSC,wide,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
LMC,wide,7,7,7,7,7,7,7,5,7,0,0,0,7,7,7,7,7,7,7,7,0,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7
LMR2,wide,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
MRP,wide,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
RPL3,wide,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0
RPW,wide,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,5,0,7,7,7,7,7,7,7,7,7,7,7,7
RVC,wide,7,7,7,7,7,7,7,5,7,7,7,6,7,7,7,7,0,0,0,0,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7
SBP,wide,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
SLP,wide,7,7,7,7,7,7,7,5,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
SMP,wide,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
SSL2,wide,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
SSL3,wide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7
WBC,wide,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
WIDE-A08-GLP1,wide,7,7,7,7,7,7,7,6,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIN2,wide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0
